candidate,election_status,status_of_candidate,specific_party,general_party,election_jurisdiction,election_year,election_type,office_sought,incumbency_status,specific_business,general_industry,broad_sector,#_of_records,total_$
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,OTHER PHYSICIAN SPECIALISTS,HEALTH PROFESSIONALS,HEALTH,245,"$61,410"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,ELECTRONICS MANUFACTURING & SERVICES,ELECTRONICS MANUFACTURING & SERVICES,COMMUNICATIONS & ELECTRONICS,484,"$60,468"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,AIRLINES,AIR TRANSPORT,TRANSPORTATION,"1,020","$59,476"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,PROPERTY & CASUALTY INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",210,"$57,531"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,DEFENSE ELECTRONIC CONTRACTORS,DEFENSE ELECTRONICS,DEFENSE,508,"$56,328"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,HARDWARE & BUILDING MATERIALS STORES,RETAIL SALES,GENERAL BUSINESS,331,"$56,269"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,CIVIL SERVANT/PUBLIC EMPLOYEE,CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,797,"$54,005"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,ACCOUNTANTS,ACCOUNTANTS,"FINANCE, INSURANCE & REAL ESTATE",239,"$53,782"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,RESTAURANTS & DRINKING ESTABLISHMENTS,FOOD & BEVERAGE,GENERAL BUSINESS,98,"$53,400"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,HEALTH CARE INSTITUTIONS,HOSPITALS & NURSING HOMES,HEALTH,348,"$53,229"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,LIVESTOCK,LIVESTOCK,AGRICULTURE,207,"$52,446"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,METAL MINING & PROCESSING,MINING,ENERGY & NATURAL RESOURCES,42,"$51,497"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,HEALTH CARE SERVICES,HEALTH SERVICES,HEALTH,250,"$50,384"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,OTHER/SINGLE ISSUE GROUPS,IDEOLOGY/SINGLE ISSUE,70,"$50,309"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,INTERNET & ONLINE SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,86,"$49,582"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,"CASINOS, RACETRACKS & GAMBLING",GAMBLING & CASINOS,GENERAL BUSINESS,86,"$48,507"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,FINANCIAL SERVICES & CONSULTING,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",97,"$48,228"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,"ACTORS, ACTRESSES & OTHERS IN THE LIVE THEATER INDUSTRY",LIVE THEATER/OTHER ENTERTAINMENT PRODUCTIONS,COMMUNICATIONS & ELECTRONICS,37,"$46,189"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,DEFENSE AEROSPACE CONTRACTORS,DEFENSE AEROSPACE,DEFENSE,390,"$46,021"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,FOOD & KINDRED PRODUCTS MANUFACTURING,FOOD PROCESSING & SALES,AGRICULTURE,37,"$44,960"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,ELECTRIC POWER UTILITIES,ELECTRIC UTILITIES,ENERGY & NATURAL RESOURCES,189,"$44,735"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,COURTS & JUSTICE SYSTEM,CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,308,"$43,696"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,PROPERTY & CASUALTY INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",213,"$43,220"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,TRUCKING COMPANIES & SERVICES,TRUCKING,TRANSPORTATION,110,"$42,970"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,"PROFESSIONAL SPORTS, ARENAS & RELATED EQUIPMENT AND SERVICES",RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,22,"$42,875"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,MEDICAL SCHOOLS,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,180,"$42,319"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,"OTHER, INCLUDING UNCLASSIFIED ARTISTS",OTHER,GOVERNMENT AGENCIES/EDUCATION/OTHER,241,"$41,772"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,REAL ESTATE,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",93,"$41,453"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,CONSTRUCTION EQUIPMENT,BUILDING MATERIALS & EQUIPMENT,CONSTRUCTION,24,"$41,323"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,"PUBLIC WORKS, INDUSTRIAL & COMMERCIAL CONSTRUCTION",GENERAL CONTRACTORS,CONSTRUCTION,152,"$38,893"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,HEALTH CARE SERVICES,HEALTH SERVICES,HEALTH,155,"$38,759"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,GAS & ELECTRIC UTILITIES,ELECTRIC UTILITIES,ENERGY & NATURAL RESOURCES,240,"$38,453"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,AIRCRAFT MANUFACTURERS,AIR TRANSPORT,TRANSPORTATION,540,"$38,404"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,"COMPUTERS, COMPONENTS & ACCESSORIES",COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,193,"$38,287"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,EXPRESS DELIVERY SERVICES,AIR TRANSPORT,TRANSPORTATION,235,"$38,205"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,PAYDAY/TITLE LOANS,PAYDAY/TITLE LOANS,"FINANCE, INSURANCE & REAL ESTATE",228,"$38,199"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,"ABORTION POLICY, PRO-CHOICE",ABORTION POLICY,IDEOLOGY/SINGLE ISSUE,27,"$37,990"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,GASOLINE SERVICE STATIONS,OIL & GAS,ENERGY & NATURAL RESOURCES,34,"$37,790"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,NATIVE AMERICAN TRIBES & GOVERNING UNITS,TRIBAL GOVERNMENTS,GOVERNMENT AGENCIES/EDUCATION/OTHER,90,"$37,600"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,CANDIDATE COMMITTEES,CANDIDATE COMMITTEES,CANDIDATE CONTRIBUTIONS,42,"$37,329"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,HOSPITALS,HOSPITALS & NURSING HOMES,HEALTH,385,"$37,172"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,ALTERNATIVE ENERGY PRODUCTION & SERVICES,MISCELLANEOUS ENERGY,ENERGY & NATURAL RESOURCES,40,"$36,293"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,ACCIDENT & HEALTH INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",225,"$36,169"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,"MUSEUMS, ART GALLERIES, LIBRARIES, ETC.",NONPROFIT INSTITUTIONS,GOVERNMENT AGENCIES/EDUCATION/OTHER,93,"$35,598"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,COMPUTER MANUFACTURE & SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,171,"$35,577"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,INVESTMENT HOLDING COMPANIES,INVESTMENT HOLDING COMPANIES,"FINANCE, INSURANCE & REAL ESTATE",28,"$35,450"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,DENTISTS,HEALTH PROFESSIONALS,HEALTH,221,"$35,358"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,NATIVE AMERICAN TRIBES & GOVERNING UNITS,TRIBAL GOVERNMENTS,GOVERNMENT AGENCIES/EDUCATION/OTHER,68,"$35,183"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,RAILROADS,RAILROADS,ENERGY & NATURAL RESOURCES,53,"$35,030"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,PETROLEUM REFINING & MARKETING,OIL & GAS,ENERGY & NATURAL RESOURCES,65,"$34,987"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,ADVERTISING & PUBLIC RELATIONS SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,100,"$34,949"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,ACCIDENT & HEALTH INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",101,"$34,779"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,BUILDING MATERIALS,BUILDING MATERIALS & EQUIPMENT,CONSTRUCTION,44,"$34,765"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,MISCELLANEOUS RETAIL STORES,RETAIL SALES,GENERAL BUSINESS,92,"$34,663"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,TRUCK & AUTOMOTIVE PARTS AND ACCESSORIES,AUTOMOTIVE,TRANSPORTATION,36,"$34,025"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,DIRECT SALES,RETAIL SALES,GENERAL BUSINESS,22,"$33,952"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,INDEPENDENT OIL & GAS PRODUCERS,OIL & GAS,ENERGY & NATURAL RESOURCES,42,"$33,600"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,STEEL MANUFACTURING,STEEL,ENERGY & NATURAL RESOURCES,108,"$33,404"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,SPECIAL TRADE CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,62,"$33,384"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,OIL & GAS,OIL & GAS,ENERGY & NATURAL RESOURCES,74,"$32,811"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,ENERGY PRODUCTION & DISTRIBUTION,MISCELLANEOUS ENERGY,ENERGY & NATURAL RESOURCES,72,"$32,784"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,NURSES,HEALTH PROFESSIONALS,HEALTH,346,"$32,752"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,NURSING HOMES,HOSPITALS & NURSING HOMES,HEALTH,44,"$32,680"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,TELEVISION PRODUCTION,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,30,"$32,580"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,WINE & DISTILLED SPIRITS MANUFACTURING,"BEER, WINE & LIQUOR",GENERAL BUSINESS,33,"$32,350"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,FINANCIAL SERVICES & CONSULTING,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",44,"$32,233"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,AUTO MANUFACTURERS,AUTOMOTIVE,TRANSPORTATION,90,"$32,206"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,OTHER NON-PHYSICIAN HEALTH PRACTITIONERS,HEALTH PROFESSIONALS,HEALTH,187,"$31,856"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,LIQUOR WHOLESALERS,"BEER, WINE & LIQUOR",GENERAL BUSINESS,23,"$31,730"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,TEACHERS UNIONS,PUBLIC SECTOR UNIONS,LABOR,114,"$31,413"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,"INSURANCE AGENCIES, BROKERS & AGENTS",INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",136,"$31,230"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,TRANSPORTATION,MISCELLANEOUS TRANSPORT,TRANSPORTATION,66,"$30,528"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,RECREATION & ENTERTAINMENT,RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,107,"$30,520"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,DEMOCRATIC/LIBERAL,LIBERAL POLICY ORGANIZATION,IDEOLOGY/SINGLE ISSUE,15,"$30,400"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,COMMUNICATIONS & ELECTRONICS,MISCELLANEOUS COMMUNICATIONS & ELECTRONICS,COMMUNICATIONS & ELECTRONICS,22,"$30,081"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,ARCHITECTURAL SERVICES,CONSTRUCTION SERVICES,CONSTRUCTION,209,"$29,936"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,WELFARE & SOCIAL WORK,WELFARE/SOCIAL WORK,GOVERNMENT AGENCIES/EDUCATION/OTHER,222,"$29,615"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,TOBACCO & TOBACCO PRODUCTS,TOBACCO,AGRICULTURE,35,"$29,606"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,PAPER & PULP MILLS AND PAPER MANUFACTURING,FORESTRY & FOREST PRODUCTS,AGRICULTURE,43,"$29,470"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,COAL MINING,MINING,ENERGY & NATURAL RESOURCES,27,"$29,450"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,"COMMERCIAL PHOTOGRAPHY, ART & GRAPHIC DESIGN",BUSINESS SERVICES,GENERAL BUSINESS,55,"$29,369"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,"OILFIELD SERVICE, EQUIPMENT & EXPLORATION",OIL & GAS,ENERGY & NATURAL RESOURCES,137,"$28,805"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,ELECTRICAL CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,115,"$28,764"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,INDUSTRIAL & COMMERCIAL EQUIPMENT AND MATERIALS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,98,"$28,290"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,SOCIAL MEDIA,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,64,"$27,897"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,CHEMICALS,CHEMICAL & RELATED MANUFACTURING,GENERAL BUSINESS,73,"$27,599"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,DATA PROCESSING & COMPUTER SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,91,"$26,540"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,RECORDED MUSIC & MUSIC PRODUCTION,RECORDED MUSIC PRODUCTION,COMMUNICATIONS & ELECTRONICS,62,"$26,525"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,LIVESTOCK,LIVESTOCK,AGRICULTURE,17,"$26,450"
"MCSALLY, MARTHA E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,INCUMBENT,PAGING & CELLULAR PHONES AND SERVICES,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,37,"$25,898"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,"INSURANCE COMPANIES, GENERAL",INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",94,"$25,656"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,MINORITY & ETHNIC GROUPS,MINORITY & DISABILITY GROUPS,IDEOLOGY/SINGLE ISSUE,15,"$25,100"
"KELLY, MARK",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,AZ,2020,SPECIAL,US SENATE DISTRICT AZ SW-CLASS III,CHALLENGER,PUBLIC OFFICIAL (ELECTED OR APPOINTED),CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,57,"$25,047"
