candidate,election_status,status_of_candidate,specific_party,general_party,election_jurisdiction,election_year,election_type,office_sought,incumbency_status,specific_business,general_industry,broad_sector,#_of_records,total_$
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,FINANCIAL SERVICES & CONSULTING,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",73,"$49,053"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,PRO-ISRAEL,FOREIGN & DEFENSE POLICY,IDEOLOGY/SINGLE ISSUE,13,"$48,500"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,HOSPITALS,HOSPITALS & NURSING HOMES,HEALTH,152,"$47,246"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,ELECTRONICS MANUFACTURING & SERVICES,ELECTRONICS MANUFACTURING & SERVICES,COMMUNICATIONS & ELECTRONICS,108,"$46,173"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,OTHER/SINGLE ISSUE GROUPS,IDEOLOGY/SINGLE ISSUE,55,"$46,054"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,EDUCATION,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,201,"$45,697"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,FOOD & KINDRED PRODUCTS MANUFACTURING,FOOD PROCESSING & SALES,AGRICULTURE,97,"$44,191"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,MAJOR (MULTINATIONAL) OIL & GAS PRODUCERS,OIL & GAS,ENERGY & NATURAL RESOURCES,65,"$44,066"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,TEACHERS UNIONS,PUBLIC SECTOR UNIONS,LABOR,184,"$43,581"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,AUTO MANUFACTURERS,AUTOMOTIVE,TRANSPORTATION,172,"$43,446"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,COMPUTER SOFTWARE,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,83,"$43,421"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,PSYCHIATRISTS & PSYCHOLOGISTS,HEALTH PROFESSIONALS,HEALTH,179,"$43,371"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,VENTURE CAPITAL,SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",29,"$43,104"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,ELECTRIC POWER UTILITIES,ELECTRIC UTILITIES,ENERGY & NATURAL RESOURCES,57,"$42,920"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,AIRCRAFT MANUFACTURERS,AIR TRANSPORT,TRANSPORTATION,94,"$42,008"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,HOTELS & MOTELS,LODGING & TOURISM,GENERAL BUSINESS,196,"$41,613"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,GAS & ELECTRIC UTILITIES,ELECTRIC UTILITIES,ENERGY & NATURAL RESOURCES,93,"$41,311"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,"PUBLIC SCHOOL TEACHERS, ADMINISTRATORS & OFFICIALS",EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,446,"$40,605"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,DEMOCRATIC/LIBERAL,LIBERAL POLICY ORGANIZATION,IDEOLOGY/SINGLE ISSUE,17,"$40,100"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,SERVICES,MISCELLANEOUS SERVICES,GENERAL BUSINESS,53,"$39,599"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,EDUCATION,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,236,"$39,074"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,SERVICES,MISCELLANEOUS SERVICES,GENERAL BUSINESS,128,"$38,680"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,FURNITURE & WOOD PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,21,"$38,350"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,US POSTAL SERVICE UNIONS & ASSOCIATIONS,PUBLIC SECTOR UNIONS,LABOR,21,"$38,200"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,PROPERTY & CASUALTY INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",87,"$38,007"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,DEFENSE ELECTRONIC CONTRACTORS,DEFENSE ELECTRONICS,DEFENSE,44,"$37,520"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,PAGING & CELLULAR PHONES AND SERVICES,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,82,"$37,457"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,INDEPENDENT OIL & GAS PRODUCERS,OIL & GAS,ENERGY & NATURAL RESOURCES,21,"$37,100"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,"ABORTION POLICY, PRO-CHOICE",ABORTION POLICY,IDEOLOGY/SINGLE ISSUE,18,"$36,800"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,"CASINOS, RACETRACKS & GAMBLING",GAMBLING & CASINOS,GENERAL BUSINESS,28,"$36,776"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,COURTS & JUSTICE SYSTEM,CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,169,"$36,466"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,"HOMEMAKERS, STUDENTS & OTHER NON-INCOME EARNERS",HOMEMAKERS/NON-INCOME EARNERS,UNCODED,127,"$36,219"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,TELECOMMUNICATIONS,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,63,"$36,159"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,COMMERCIAL TELEVISION & RADIO STATIONS,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,29,"$36,070"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,LIQUOR WHOLESALERS,"BEER, WINE & LIQUOR",GENERAL BUSINESS,34,"$35,358"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,PAYDAY/TITLE LOANS,PAYDAY/TITLE LOANS,"FINANCE, INSURANCE & REAL ESTATE",56,"$34,776"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,REAL ESTATE,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",24,"$34,771"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,ACCIDENT & HEALTH INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",36,"$34,664"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,CANDIDATE COMMITTEES,CANDIDATE COMMITTEES,CANDIDATE CONTRIBUTIONS,13,"$34,225"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,INDUSTRIAL & COMMERCIAL EQUIPMENT AND MATERIALS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,49,"$34,057"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,"CONSTRUCTION, UNCLASSIFIED",GENERAL CONTRACTORS,CONSTRUCTION,30,"$33,700"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,TRUCKING COMPANIES & SERVICES,TRUCKING,TRANSPORTATION,38,"$33,546"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,LIVESTOCK,LIVESTOCK,AGRICULTURE,46,"$33,525"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,TRUCK & AUTOMOTIVE PARTS AND ACCESSORIES,AUTOMOTIVE,TRANSPORTATION,23,"$33,270"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,RECREATION & ENTERTAINMENT,RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,77,"$32,341"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,CANDIDATE COMMITTEES,CANDIDATE COMMITTEES,CANDIDATE CONTRIBUTIONS,45,"$32,215"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,COMMUNICATIONS & ELECTRONICS,MISCELLANEOUS COMMUNICATIONS & ELECTRONICS,COMMUNICATIONS & ELECTRONICS,18,"$31,500"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,"DEPARTMENT, VARIETY & CONVENIENCE STORES",RETAIL SALES,GENERAL BUSINESS,135,"$30,767"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,PHARMACEUTICAL MANUFACTURING,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,45,"$30,545"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,"DEPARTMENT, VARIETY & CONVENIENCE STORES",RETAIL SALES,GENERAL BUSINESS,56,"$30,541"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,"ACTORS, ACTRESSES & OTHERS IN THE LIVE THEATER INDUSTRY",LIVE THEATER/OTHER ENTERTAINMENT PRODUCTIONS,COMMUNICATIONS & ELECTRONICS,40,"$30,295"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,FINANCIAL SERVICES & CONSULTING,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",43,"$30,230"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,BUSINESS SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,33,"$30,121"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,DRUG STORES,RETAIL SALES,GENERAL BUSINESS,39,"$30,095"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,"OTHER, INCLUDING UNCLASSIFIED ARTISTS",OTHER,GOVERNMENT AGENCIES/EDUCATION/OTHER,162,"$29,313"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,BUSINESS SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,8,"$28,845"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,FEDERAL EMPLOYEE UNIONS,PUBLIC SECTOR UNIONS,LABOR,12,"$28,500"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,POLITICAL CONSULTANTS & ADVISERS,BUSINESS SERVICES,GENERAL BUSINESS,32,"$28,348"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,RESIDENTIAL CONSTRUCTION,HOME BUILDERS,CONSTRUCTION,12,"$28,300"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,"STONE, CLAY, GLASS & CONCRETE PRODUCTS",BUILDING MATERIALS & EQUIPMENT,CONSTRUCTION,15,"$28,250"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,SOCIAL MEDIA,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,49,"$27,657"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,CHEMICALS,CHEMICAL & RELATED MANUFACTURING,GENERAL BUSINESS,31,"$27,280"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,FOOD & KINDRED PRODUCTS MANUFACTURING,FOOD PROCESSING & SALES,AGRICULTURE,30,"$26,669"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,WHOLESALE TRADE,MISCELLANEOUS BUSINESS,GENERAL BUSINESS,10,"$26,200"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,FOOD STORES,FOOD PROCESSING & SALES,AGRICULTURE,21,"$26,109"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,HOUSEHOLD & OFFICE PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,21,"$25,928"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,BUILDING MATERIALS,BUILDING MATERIALS & EQUIPMENT,CONSTRUCTION,18,"$25,850"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,BIOTECH PRODUCTS & RESEARCH,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,14,"$25,800"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,MINORITY & ETHNIC GROUPS,MINORITY & DISABILITY GROUPS,IDEOLOGY/SINGLE ISSUE,6,"$25,600"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,AIR TRANSPORT UNIONS,TRANSPORTATION UNIONS,LABOR,17,"$25,500"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,AIRLINES,AIR TRANSPORT,TRANSPORTATION,84,"$25,377"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,OTHER UNIONS,GENERAL TRADE UNIONS,LABOR,10,"$25,000"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,PROPERTY & CASUALTY INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",68,"$24,923"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,COAL MINING,MINING,ENERGY & NATURAL RESOURCES,11,"$24,650"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,CREDIT UNIONS,CREDIT UNIONS,"FINANCE, INSURANCE & REAL ESTATE",37,"$24,436"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,MEDICAL SUPPLIES MANUFACTURING & SALES,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,33,"$24,336"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,INTERNET & ONLINE SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,28,"$24,100"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,GAY & LESBIAN RIGHTS AND ISSUES,GAY/LESBIAN RIGHTS & ISSUES,IDEOLOGY/SINGLE ISSUE,47,"$24,088"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,DENTISTS,HEALTH PROFESSIONALS,HEALTH,78,"$24,049"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,TRANSPORTATION UNIONS,TRANSPORTATION UNIONS,LABOR,7,"$24,000"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,"PAPER, GLASS & PACKAGING MATERIALS",MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,34,"$23,975"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,"FARMERS, IN GENERAL",CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,109,"$23,896"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,"PROFESSIONAL SPORTS, ARENAS & RELATED EQUIPMENT AND SERVICES",RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,14,"$23,850"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,TRUCK & AUTOMOTIVE PARTS AND ACCESSORIES,AUTOMOTIVE,TRANSPORTATION,30,"$23,684"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,"CASINOS, RACETRACKS & GAMBLING",GAMBLING & CASINOS,GENERAL BUSINESS,48,"$23,235"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,LIFE INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",28,"$23,145"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,ELECTRIC POWER UTILITIES,ELECTRIC UTILITIES,ENERGY & NATURAL RESOURCES,28,"$23,051"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,HMOS,HEALTH SERVICES,HEALTH,27,"$22,980"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,FABRICATED METAL PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,16,"$22,700"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,WINE & DISTILLED SPIRITS MANUFACTURING,"BEER, WINE & LIQUOR",GENERAL BUSINESS,19,"$22,406"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,PACS OPERATED BY REPUBLICAN STATE POLITICIANS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,9,"$22,300"
"JAMES, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,CHALLENGER,STEEL MANUFACTURING,STEEL,ENERGY & NATURAL RESOURCES,28,"$22,250"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,BANKS & LENDING INSTITUTIONS,BANKS & LENDING INSTITUTIONS,"FINANCE, INSURANCE & REAL ESTATE",28,"$21,705"
"PETERS SR, GARY CHARLES",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,MI,2020,STANDARD,US SENATE DISTRICT MI SW-CLASS II,INCUMBENT,TOILETRIES & COSMETICS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,9,"$21,700"
